track_id,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
3JNaX9HIye0QI4cnWhLHDY,Cool Air,Cool Air,Allie Donelly,4/30/2021,270506,48,0.76,0.209,0.682,0.877,0.0719,-8.906,0.134,122.018,4
1V2Z18nOByb7DqCECFh2Yt,La Perla - Tourist Remix,La Perla (Tourist Remix),Tourist,8/19/2021,317004,56,0.664,0.0316,0.524,0.892,0.176,-10.5,0.0509,124,4
1O73n53LZxJNLeGdhwChtt,Burnt Orange - Edit,Burnt Orange,Elkka,3/23/2021,271475,50,0.849,0.236,0.744,0.157,0.0776,-9.744,0.0891,122.019,4
1d87n4WnUawIAyqAEGn6ps,megapunk - TSHA Remix,megapunk (remixes),TSHA,2/19/2021,280807,46,0.716,0.0288,0.91,0.791,0.118,-7.695,0.0371,130.012,4
3IvodZAm4vD1PM3bIEw9Ik,Can't Get Enough,Fact & Fiction / Can't Get Enough,Joplyn,12/10/2021,379357,50,0.691,0.0732,0.745,0.849,0.0503,-9.084,0.0432,124.005,4
7qrch7xVClA6bB299puPoz,St Claire,St Claire,Hermitude,12/31/2021,214337,50,0.732,0.628,0.701,0.623,0.236,-10.368,0.076,124.89,4
3txAnW0hspM1X6D3trUxku,Lamizè Pa Dous - Henrik Schwarz Remix,Lamizè Pa Dous (Henrik Schwarz Remix),Henrik Schwarz,7/22/2021,284897,42,0.69,0.156,0.798,0.15,0.056,-7.237,0.0271,123.017,4
54kJnORLg5nVVk6nWK6N6A,Womb - Cinthie Remix,Womb (Cinthie Remix),CINTHIE,10/15/2021,265754,30,0.804,0.00695,0.607,0.499,0.0703,-12.552,0.0556,125,4
1m6l9yUMnbFpBdaxYZXsuj,Untitled IV,Untitled IV,Fort Romeau,1/26/2022,284133,39,0.629,0.00116,0.963,0.867,0.546,-11.579,0.0446,125.002,3
7xzzBMB5gDlGFKMTUQvI5u,The Church,The Church,Rampa,6/4/2021,440639,51,0.607,0.0219,0.935,0.906,0.112,-7.669,0.0308,123.006,4
2h5mbuL0DFueiKstOhEuDo,If We Only Had,If We Only Had,Liam Mour,7/2/2021,305800,46,0.655,0.0979,0.75,0.904,0.076,-8.591,0.0404,121.005,4
6Uo2SNpj5lzFXfNsSaoE85,Collide,10 Years From Now / Collide,Kaleida,9/16/2021,275370,53,0.667,0.355,0.612,0.72,0.093,-14.007,0.0364,125.997,4
5XXXtLK8nNvVsylo9JTewt,ut i rommet,ut i rommet,Ka2,1/14/2022,446080,40,0.848,0.0673,0.689,0.751,0.11,-7.918,0.0445,123,4
1uiwyqzS8UMVExmJus9wn2,Arc De Triomphe - Brandt Brauer Frick Remix,Ludwig (Club Versions),Brandt Brauer Frick,10/29/2021,408027,35,0.732,0.531,0.438,0.88,0.128,-14.576,0.0561,130.029,4
1jGkLUJCl46NmXIM6rUghn,Estación Esperanza,Estación Esperanza,Manu Chao,1/17/2022,316721,56,0.548,0.000882,0.671,0.131,0.839,-8.471,0.0374,122.008,4
2d7TJXGNI2nvyWF51CLFkJ,Temperament of the Beat,Temperament of the Beat,Cari Golden,8/26/2021,388783,49,0.81,0.00054,0.862,0.921,0.0698,-9.494,0.0491,120.998,4
6yGNvSOyCZvNOCtHs3hfrH,GLY,GLY,Catching Flies,4/21/2021,220623,63,0.669,0.25,0.563,0.917,0.142,-10.437,0.0357,119.974,4
3iqbypJ2BSVHc7QMvXG19E,alone with you (feat. Didi Han),alone with you (feat. Didi Han),DIDI HAN,11/5/2021,210608,45,0.819,0.147,0.764,0.0317,0.0475,-6.293,0.0655,126.531,4
77r4MAR9vAqQgRDH3NfcIr,What You Expected,Send Return,Adam Port,11/12/2021,403505,10,0.657,0.00238,0.558,0.924,0.111,-13.18,0.036,121.996,4
4HyIghnhDKnaZoGsR0BC3r,DAWN (feat. Totally Enormous Extinct Dinosaurs) - Hayden James Remix,BRONSON Remixes N°.2,Totally Enormous Extinct Dinosaurs,1/29/2021,307889,28,0.673,0.000495,0.821,0.878,0.272,-7.667,0.0581,123.983,4
0mogpLJRPJTCCdy5yV9qhl,Fireworks,I Hope It Lasts Forever,Qrion,10/29/2021,264698,52,0.669,0.00619,0.884,0.821,0.0775,-6.431,0.036,125.02,4
4xc2aA7RZzHjrPPZcdReAW,Ichika,Ichika,Jozef K,2/19/2021,485810,0,0.681,0.344,0.562,0.906,0.53,-11.277,0.0459,123.997,4
4RrMjTMEkksPxC4zVhQKAO,Sinking,Sinking,Lenny Kiser,3/26/2021,271275,44,0.768,0.0237,0.794,0.864,0.0773,-6.614,0.0437,122.997,4
2ymuOTZRriPFRyihMuiXwd,Pandora,Pandora,LEYZEN,11/12/2021,424938,30,0.742,0.0133,0.923,0.824,0.153,-7.207,0.053,124.997,4
1pIBxvFjjnp7tAKOTwA0Az,Steps,Steps,Jeremy Olander,6/5/2020,358095,53,0.801,0.00358,0.899,0.939,0.0452,-9.105,0.0535,126.008,4
1MPfyPFjBE0e9GGWImKlXf,Lay It All On Me,Lay It All On Me,Jem Cooke,1/26/2022,227385,54,0.574,0.0151,0.922,0.453,0.0835,-6.309,0.042,126.002,4
0ENV8cY0bwun9qSQkh195f,Discoteca,Discoteca,Sofie,3/26/2021,385103,54,0.772,0.000391,0.485,0.847,0.0913,-14.388,0.0611,120,4
0OOT6JmtkcYidsuQ9Fh54i,Weightless - jamesjamesjames Remix,Weightless (jamesjamesjames Remix),jamesjamesjames,4/7/2021,249780,65,0.688,0.43,0.814,0.581,0.399,-7.252,0.0419,127.99,4
6IA0e1P8bT0d6nGUR7UFvz,Little Friends,Permanent Vacation 7,Alinka,7/30/2021,271745,31,0.808,0.013,0.611,0.845,0.0872,-10.846,0.0737,120.017,4
4AFWYfIxLAiEL3G3KwEhQR,NOSTALGIA*,NOSTALGIA*,Matveï,1/26/2022,145000,40,0.902,0.284,0.516,0.00104,0.097,-6.493,0.368,125.942,4
2BLyDzwP04Rrp0B2oNiacK,Left Right Out,5 Years - A Bunte Kuh Collection,Aquarius Heaven,5/14/2021,383775,34,0.81,0.0771,0.682,0.875,0.0946,-7.396,0.0461,122.011,4
75ZMW4hqyXQ2TgF6pL1Giz,Sun Salutations,Sun Salutations EP,Breach,2/5/2021,484645,46,0.681,0.00809,0.839,0.932,0.0992,-12.527,0.0387,123.993,4
67Jq82bDcQipORC0yBiZcc,Breaking Hearts feat. Amos - Black Coffee Remix,Breaking Hearts feat. Amos,Black Coffee,11/26/2021,498849,48,0.715,0.0358,0.68,0.515,0.0552,-10.075,0.04,119.999,4
0SaXnvFBhh9xbSH68xUxli,Roskill,Roskill,Josh Butler,10/15/2021,420848,42,0.8,0.000732,0.585,0.907,0.0976,-12.485,0.0499,128.002,4
4jasV5CeMTmORbhAyQgTL3,Night Jaguars,Heaven Or Hell,Quantic,12/3/2021,232194,50,0.8,0.0446,0.901,0.941,0.0628,-11.615,0.0661,126.036,4
7LE9T4XBDParc9tDvNf29H,You Are the Sun - Sun Up Mix,You Are the Sun,TEE MANGO,2/19/2021,408890,44,0.74,0.000796,0.513,0.284,0.105,-10.943,0.0468,122.04,4
0kjtIirdAUbkV2WtjElwjF,Sonneries de la Rose+Croix: I. Air de l'Ordre - Sascha Braemer 5pm Remix (FRAGMENTS / Erik Satie),Sonneries de la Rose+Croix: I. Air de l'Ordre [Sascha Braemer Remix (FRAGMENTS / Erik Satie)],Sascha Braemer,10/8/2021,418053,37,0.803,0.000822,0.586,0.905,0.111,-11.829,0.0636,121.996,4
35vMyIh6E7NZ50YtYb2Kxc,Dig Deep,WAIRUNGA,Fat Freddy's Drop,8/20/2021,630337,46,0.718,0.155,0.471,0.712,0.174,-11.393,0.0515,125.002,4
14zYY940HtQYEfUQPKf5i2,Better Do It Right,Better Do It Right,Odette,2/11/2022,402000,34,0.799,0.00087,0.752,0.852,0.0752,-8.111,0.0478,128.003,4
7wAVCSMQa3WyFFhfGfPDNP,Bind - Rampa Remix,Bind (Remixes),Frank Wiedemann,9/1/2020,378537,50,0.673,0.191,0.745,0.876,0.103,-12.584,0.0488,123.007,4
5pLV5CcIcHRkiyk7XFl8Uy,Fireflies,Fireflies,Uppermost,5/29/2020,257280,45,0.629,0.489,0.596,0.928,0.113,-10.948,0.0631,125,4
0BmCeSYUthdYE4LbJx1qYj,Changes,Changes EP,Mind Against,6/25/2021,341420,46,0.651,0.000375,0.645,0.854,0.11,-11.001,0.0327,120.017,4
1hgWPFzfyUuKPSieELghgg,Basic Juno,Studio A Pt.1,Ian Pooley,9/10/2021,367578,46,0.751,0.00748,0.488,0.87,0.0816,-12.032,0.0879,125.99,4
1E8VZOqKP9AvlME4DzAWw9,Cycle,Cycle,Cella,8/21/2020,208407,46,0.825,0.434,0.587,0.8,0.0689,-7.863,0.249,115.022,4
2YdSDLPaPKJotpffCwEV4l,The Flower Blooms,The Flower Blooms,TOKiMONSTA,11/19/2021,220565,0,0.792,0.0405,0.757,0.68,0.115,-3.727,0.067,120.02,4
3r8RJ77XawC82fIfSP81uM,The Night We Met,The Night We Met,Re.You,12/10/2020,378802,34,0.75,0.145,0.61,0.775,0.106,-9.949,0.0453,122.021,4
2Eu5IxBvLxCd1HFVR4JbR4,Copal - Super Flu Remix,Made of Wood Remixed,Super Flu,12/3/2021,397882,48,0.757,0.00578,0.599,0.897,0.0994,-10.476,0.0583,123.289,5
6UJTyXQvDe3hv8NQXOKOCl,Caprice,Caprice,Tube & Berger,6/18/2021,230839,56,0.644,0.057,0.806,0.486,0.338,-8.014,0.0375,122.99,4
6fjSw7ljeXV60z7QJyI7SB,Love Language - Imad Remix,Love Language (Imad Remix),Imad,9/30/2020,362929,25,0.704,0.000705,0.662,0.237,0.137,-11.116,0.0491,123.015,4
4WzBCQDwfaGG1p25ky8xx6,Fireblade,Fireblade,Henry Saiz,10/1/2021,611354,33,0.703,0.0082,0.837,0.91,0.106,-8.523,0.0376,123.002,3
7pAcSh8OXgAVAWT7VdqUDs,Differences,Differences,Kalyma,8/20/2021,369574,31,0.677,0.00034,0.626,0.215,0.115,-10.796,0.0314,119.975,4
5NfgFRdfNQ4HFVPGRoVMU6,Designer Love - Short Version,Designer Love,MARIA Die RUHE,4/9/2021,260787,58,0.748,0.12,0.617,0.8,0.0898,-10.125,0.0374,127.01,4
6jn47IP90tvtvb7ddhOnS1,What U Doing,What U Doing,Leo Wood,9/24/2021,229524,42,0.812,0.0167,0.581,0.666,0.0807,-12.115,0.0754,126.006,4
0TvCPywvY8QGAWdteEiCdF,Come Back Around,Come Back Around,Eli & Fur,5/28/2021,231350,53,0.753,0.0078,0.678,0.198,0.474,-8.492,0.0384,125.003,4
5JQZTqHVXa1ShGEZjOnlgN,Ceremony,Ceremony,Monkey Safari,1/28/2022,420273,48,0.682,0.227,0.693,0.876,0.117,-11.91,0.0321,119.996,4
3vaJ9CccAzBkvHZ6EQwbMe,Kilian,Kilian,Rodriguez Jr.,9/10/2021,420115,50,0.691,0.0019,0.804,0.821,0.0994,-9.402,0.0382,125.005,4
3k4fCO3h1bC7BpKGIvmTx2,Signal - Anja Schneider Deep Code Remix,Signal (Anja Schneider Deep Code Remix),Anja Schneider,1/28/2022,371659,22,0.806,0.000492,0.738,0.833,0.0936,-9.663,0.062,126.029,4
7lN1zrd3LsTqGeaPODv2IP,Nefertari,Nefertari,Patrice Bäumel,3/25/2021,241161,53,0.517,0.00105,0.78,0.756,0.133,-10.072,0.032,121.982,4
0MOwzHYBsXeVkb98ewMMZP,Petit Matin,Petit Matin,NTO,7/9/2021,447067,53,0.818,0.145,0.548,0.899,0.0907,-9.012,0.0425,123.994,4
5mPdbkpDQTlqt56HPptRhe,One Trick Pony,Bella Mar 08,Stil & Bense,8/13/2021,383872,43,0.801,0.000697,0.871,0.907,0.0945,-9.088,0.0426,126.018,4
4pgBB90REWf829lym8RE6N,Deía - AVEM Remix,Deía Remixes,AVEM,4/9/2021,414000,42,0.799,0.655,0.656,0.95,0.0999,-13.677,0.0541,120.006,4
2WYgu5SgxDS4F6LwLssMZt,Feels Good,Feels Good,Jem Cooke,4/9/2021,281892,44,0.763,0.0202,0.41,0.836,0.371,-9.717,0.043,125.993,4
1OTeodltHQeNxnS2Lznyqn,Rodouard,Rodouard,Yuksek,3/26/2021,316160,0,0.807,0.109,0.739,0.903,0.144,-11.796,0.07,120.006,4
6Z5NPPpYnWRxGHQyWz2bPx,Neverland - Aparde Remix,Stars Wrapped In Skin EP,Aparde,3/19/2021,387888,47,0.577,0.458,0.607,0.817,0.109,-14.665,0.0385,121.998,4
3uvfxpOixHqWdwpFfJb48F,Be Here and Now,Be Here and Now,Nathan Nicholson,10/8/2021,209699,52,0.561,0.108,0.63,0.178,0.134,-8.019,0.0344,121.998,4
6EukA3G83UulqI7NzpEEtG,Oxygen - Klangkarussell Remix,Oxygen (Klangkarussell Remix),Klangkarussell,10/13/2021,739700,47,0.703,0.325,0.731,0.536,0.0801,-7.923,0.0399,119.97,4
6kZOfRM1yZUyLGATRhPTuf,Cenote,Cenote,Sainte Vie,7/1/2021,298335,53,0.563,0.00858,0.902,0.878,0.0756,-10.781,0.0408,121.99,4
71y1XeA2RIcAfYOht1CxGa,Second Chance,Leave You,Lexer,4/16/2021,465484,47,0.771,0.000224,0.696,0.836,0.0805,-11.002,0.0453,123.996,4
0QswOQrUWKn93eOYBh6wWC,Lore,Lore EP,Chris Malinchak,5/1/2020,238187,47,0.698,0.00043,0.618,0.865,0.107,-12.802,0.0501,123.009,4
3HG0bL6apxDTfjijRapnI2,Turning My Head,Turning My Head,Anja Schneider,1/8/2021,401063,0,0.724,0.0251,0.698,0.833,0.0968,-11.161,0.0541,124.013,4
4dhs4FM9kE1nAKPHQIjaMD,Together,Together EP,Deep Aztec,11/26/2021,417215,36,0.808,0.00546,0.763,0.781,0.0617,-8.944,0.0528,119.998,4
6ILgZZZnxyXRSvzSlpuNIz,Run Run Run - Adam Port Remix,White Noise Romantica,Adam Port,5/29/2020,341501,45,0.681,6.12E-05,0.813,0.817,0.142,-8.274,0.0404,122.018,4
0VjngxuoccDjTDb0NfEZAq,Firefly - Radio-Edit,Firefly (Radio Edit),andhim,2/19/2021,264098,37,0.697,0.142,0.961,0.895,0.184,-7.633,0.0414,122.008,4
7rHGItEV9gsJhjbZB06n5j,O Pato,Destiino,Yuksek,4/16/2021,259200,0,0.804,0.0261,0.713,0.876,0.0844,-12.058,0.0597,115.989,4
54H6bHNXRVxBuLmZADtRkV,Shinsetsu,Shinsetsu,Einmusik,7/9/2021,483963,0,0.752,8.51E-05,0.745,0.847,0.0596,-8.316,0.0443,124.008,4
3te14QVhgWAkC3kNMIcy5m,Amethyst,"Triation, Vol. II",Stefanie Raschke,1/15/2021,384445,42,0.677,0.00119,0.941,0.835,0.0802,-7.711,0.0387,124.007,4
7FTRmUthoMgAWpwUiDb1X8,Solo Insieme,WAXTAPE: I° Movimento,Ceri,2/18/2022,190943,39,0.824,0.321,0.794,0.904,0.0892,-5.372,0.0461,122.026,4
7c720VNyZ7knlVIV18AtHa,Glint - Edit,Glint,Markus Homm,8/20/2021,286452,35,0.777,0.0878,0.85,0.863,0.124,-9.073,0.0411,123.991,4
7qdHfpOoLCvuP5QekGr1av,Sparkles,Sparkles,Grum,8/27/2021,212750,45,0.423,0.0124,0.682,0.881,0.445,-8.038,0.0504,127.001,4
61LOUJ81PajpMPmJ8EVWTp,Biding Time,Anjunabeats Rising - Volume 6,Amy Wiles,6/1/2021,214157,51,0.53,0.000252,0.885,0.697,0.46,-6.102,0.0333,129.986,4
4kmQXH4GI0AhNs71HytnXw,Always Do,Always Do,Mat Zo,3/4/2022,249375,53,0.587,0.00619,0.978,0.848,0.0706,-6.013,0.048,128.008,4
7sazL03cPe0j9Ue8gQFqrC,Deserve It,Deserve It,Mars Atlas,10/8/2021,200952,41,0.546,0.0246,0.818,0.00186,0.163,-6.156,0.0648,126.007,4
5WDZhaPMPGSfszSDsYZX5g,Kiruna,Kiruna,Linnea Schossow,1/28/2022,391741,50,0.453,0.000124,0.964,0.908,0.0647,-7.451,0.0395,139.987,4
6OAk8W4ebDp8UgOj6IBClU,Be Alone,Be Alone,Oliver Smith,9/16/2021,219615,55,0.567,0.0108,0.967,0.0228,0.314,-4.142,0.0475,125,4
4v4elkQ4vWtZGMuNGte7JP,Malu - Grum Remix,Trance Wax (Deluxe),Grum,11/17/2021,192385,40,0.467,0.00228,0.871,0.947,0.338,-6.041,0.0374,124.975,4
73WnYDswTVHxJH4N9Th3vq,My Enemy - gardenstate Remix,Empire 10 (Part 3),gardenstate,11/3/2021,273231,46,0.573,0.0362,0.838,0.0883,0.324,-5.319,0.0411,130.026,4
1X8ogY5IBc1deuzzhvFMer,Fade Away,Fade Away,Mila Josef,1/28/2022,261802,57,0.504,0.000521,0.943,0.222,0.108,-8.547,0.0436,127.991,4
50fWnqvVS2SwMOnzRVXV62,Invisible,Reconnection EP,Dom Youdan,10/1/2021,245125,47,0.576,0.0125,0.903,0.749,0.103,-7.438,0.0542,128.019,4
57Gc56jQqwtDAEq7gTAXW9,Screwdriver,Screwdriver,Above & Beyond,12/3/2021,187112,55,0.545,0.00947,0.888,0.806,0.431,-7.492,0.0351,128.003,4
35BmsYzLgajLCrvMxJqlA4,Road To Nowhere,Galactic EP,Jaytech,10/22/2021,252992,41,0.684,6.36E-05,0.791,0.846,0.153,-7.37,0.037,126.972,4
0YLjum3xqddVMEa94D3Qsx,Your Light,Your Light EP,Mokka,10/11/2021,308990,46,0.694,0.0674,0.862,0.45,0.102,-6.323,0.043,121.99,4
5wLJd67HQp3Gwl8J45sNoD,Creator,Creator,Yahel,9/29/2021,225522,43,0.616,0.00129,0.926,0.863,0.305,-5.477,0.0378,128.003,4
1MC6856S9SH30hAFsM29dv,Out of the Blue - Matt Fax Remix,Out of the Blue (Matt Fax Remix),Matt Fax,12/10/2021,253548,27,0.643,0.0197,0.946,0.884,0.353,-6.496,0.0549,123.986,4
2gCT1sruZzf9sak9KH6jhH,shimmer,shimmer,John Dahlbäck,9/24/2021,248160,39,0.65,0.00934,0.916,0.000735,0.0466,-3.091,0.0421,125.015,4
4CrDAeFy6asxsCrDsKS4cR,Carcerem,Carcerem,Funkagenda,9/27/2021,208320,47,0.489,0.00604,0.72,0.372,0.0843,-9.166,0.0361,125.058,3
2OuwkXGT3udMEMmuOIFGrf,Unbroken,Inhale,Pavel Khvaleev,10/29/2021,388098,44,0.672,0.117,0.877,0.873,0.0891,-8.868,0.0424,124.023,4
0ObLt5VO8f6E6QERvefVgg,Out Of The Dark,Out Of The Dark,EMME,9/23/2021,336500,52,0.553,0.0114,0.963,0.0823,0.263,-3.727,0.136,119.992,4
2V1BrpHiHIJTtzBBvjWSTH,Nothing to Hide,Nothing to Hide,Diana Miro,8/6/2021,214634,53,0.557,0.00557,0.723,0.00133,0.151,-5.638,0.0501,122.998,4
5zVvXq9yXpRFPv1yPvUItO,Return from the Sand Sea,Return from the Sand Sea,Markus Schulz,10/1/2021,213750,46,0.567,0.0278,0.959,0.86,0.114,-9.777,0.0572,128.002,4
0A2CCIN1vmLwySJgmH8RXi,The Purpose Is You,The Purpose Is You,ALPHA 9,10/20/2021,268571,47,0.328,0.0358,0.717,0.0548,0.205,-5.02,0.0464,126.119,4
7Hxj0MjstQUzoS5wQPPM6j,Am I Dreaming?,Am I Dreaming?,Maor Levi,10/29/2021,225381,45,0.609,0.000205,0.727,0.477,0.0962,-6.452,0.0477,127.979,4
3bwD03dsO2K2bB5lWoKL42,echo,echo,John Dahlbäck,1/21/2022,189390,42,0.697,0.0517,0.951,0.855,0.112,-3.368,0.0385,123.002,4
2oMy42g5MrI9Tq2e5fnVEF,Golden Hour,Golden Hour,Will Atkinson,11/12/2021,240000,41,0.53,0.00584,0.959,0.887,0.0797,-4.963,0.165,141.94,4
1iyxxUxyptXWtEdRXRBeda,Radiant,Radiant,Fatum,11/5/2021,185714,51,0.557,0.0871,0.846,0.364,0.277,-8.084,0.0857,125.981,4
21C2aEhXEdso5iOsLGFKL7,Little Pieces,Little Pieces,Farius,12/10/2021,267375,40,0.512,6.63E-05,0.985,0.867,0.342,-6.12,0.0682,128.006,4
63Gj7lvC3Lb2mWaMKsTCQz,Retrospection,Retrospection,Greenhaven DJs,2/18/2022,246047,49,0.5,0.000366,0.868,0.909,0.0624,-5.131,0.229,129.044,4
3GYH6TqF2fIihKps1Sedxc,Sirius,Sirius,AVIRA,8/13/2021,226976,56,0.406,0.00422,0.991,0.84,0.12,-4.221,0.0505,122.528,4
66DY7zgkddhgjZ0LYGRrJu,Hearts Will Burn,Hearts Will Burn,Kyau & Albert,2/9/2022,141425,44,0.623,0.00926,0.887,0.874,0.132,-3.224,0.0347,128.008,4
4PtpNI6JFjASuIJCCPckxV,Love U More (Solarstone Pure Mix) - Mixed,Solarstone presents Pure Trance Vol. 9 (mixed by Solarstone and Stoneface & Terminal),Solarstone,11/12/2021,347533,42,0.509,0.00094,0.833,0.0099,0.12,-10.818,0.0482,133.965,4
5HP59IcZWbnL5JKbnbjkKI,wolves,wolves,Jono Dorr,2/11/2022,202452,42,0.688,0.00253,0.975,0.00113,0.105,-3.953,0.0729,125.005,4
0drzO94bmrMrel3GodCweJ,We Come 1,We Come 1,Distorted Dreams,11/5/2021,178286,66,0.776,0.121,0.479,0.441,0.346,-10.68,0.216,140.041,4
2tKK8k86BeXx3n0tLzbcCN,Out Of The Dark - Fatum Remix,Out Of The Dark (Fatum Remix),Fatum,11/18/2021,191250,46,0.589,0.0187,0.938,0.0475,0.922,-4.355,0.0593,127.933,4
4RERO3pHGa0M48863ndJB9,The Wind in Your Face,The Wind in Your Face,Giuseppe Ottaviani,11/26/2021,246184,44,0.636,0.00395,0.843,0.945,0.0828,-8.69,0.0453,124.022,4
0teGeggE4isvrjIsTJ17vY,Lisbon,Lisbon,Markus Schulz,10/8/2021,191082,49,0.474,5.80E-05,0.839,0.936,0.148,-11.903,0.0349,133.997,4
4tbJLaTclmcaaro2lAhKIe,Sonata,Sonata,Paul Oakenfold,9/3/2021,193249,44,0.353,0.00168,0.847,0.828,0.0783,-7.679,0.0345,127.899,4
4MEcRpmTuRdEw8bItHjWbi,the darkness,the darkness,John Dahlbäck,12/31/2021,170944,42,0.681,0.00162,0.961,0.84,0.114,-5.855,0.0462,124.991,4
416A6PaC66kQXkxC5bbmwU,From the Sun,From the Sun,Robert Nickson,2/4/2022,250580,38,0.452,0.00186,0.946,0.962,0.182,-5.505,0.0647,135.003,4
3tKusnwyaxuhuDn8B8xAUf,Animals - Daxson Remix,Animals (Daxson Remix + Stripped),Daxson,10/8/2021,224457,47,0.445,0.00126,0.94,0.255,0.328,-6.603,0.0394,137.972,4
4lyv5DcEawgHmMxmv6rj2x,Losing My Mind - Paul van Dyk Remix,Losing My Mind (Paul van Dyk Remix),Paul van Dyk,2/24/2022,233043,41,0.536,0.0107,0.976,0.056,0.838,-6.239,0.0504,138.002,4
7MrgkbteQpwXn7f2rMK5Cu,L.O.V.E.,L.O.V.E.,Estiva,1/14/2022,241548,42,0.488,0.0324,0.955,0.869,0.144,-4.845,0.0409,125.974,4
13lUhE5ppZ8srSnaLoK2ky,Right Back,Right Back,Whiteout,10/22/2021,209280,53,0.567,0.000957,0.942,0.0779,0.343,-7.217,0.0379,125.043,4
5gJKGE7dk8OTULVIPIxWKn,Cry My Name,Cry My Name,York,3/4/2022,243500,36,0.51,0.00067,0.907,0.3,0.178,-6.83,0.0374,128.008,4
4sgY77B5U5XtiTuSYLGqVi,The Other Side,The Other Side,Chris Schweizer,2/4/2022,233048,38,0.298,0.00704,0.948,0.424,0.942,-5.134,0.0801,137.996,4
22PEA9hscWITQmbUFg0Jas,Lost In Space,A State Of Trance FOREVER,Jorn Van Deynhoven,9/3/2021,201304,46,0.561,0.00917,0.903,0.0613,0.188,-4.868,0.0463,138.081,4
2o6RuGihlwJhA7vT41lz5A,Breakfast In Vegas,Breakfast In Vegas,Sander van Doorn,2/25/2022,220800,44,0.596,0.000142,0.966,0.456,0.0962,-4.715,0.0457,124.975,4
4D7zLIPqbE3p6gttvWOcs8,Ghost Town - Jonas Steur Remix,Ghost Town (Remixes),Nikol Apatini,12/3/2021,302419,39,0.627,0.0144,0.785,0.524,0.346,-5.246,0.0351,123.993,4
1xAGRuYdaCx6lGAuDNtfxp,Namaqua,Namaqua,Protoculture,12/10/2021,238440,44,0.484,0.00111,0.949,0.972,0.0732,-5.586,0.0393,125.042,4
12KMoAMzaeBFh91O5sxP2o,The Lone Ranger,The Lone Ranger,W&W,1/28/2022,156923,65,0.599,0.0559,0.954,0.504,0.606,-5.088,0.353,129.957,4
7Kb1JA5nIUYZpHPE0hdHL1,Nostalgia,Nostalgia,Billy Gillies,12/17/2021,246857,40,0.375,0.000467,0.999,0.938,0.342,-5.132,0.171,139.978,4
4yFIYPDSbxHjmBiJVV7V9q,Poetry,Poetry,Orjan Nilsen,11/26/2021,187000,45,0.624,0.0926,0.643,0.00252,0.533,-6.4,0.119,127.039,4
3xFaelq2LxYcaD6aHIity6,Something I Can Dream About,Something I Can Dream About,April Bender,2/25/2022,250451,43,0.525,0.00359,0.94,0.0775,0.153,-6.885,0.0382,124.984,4
5BtXeXnFhOR0KIfvPBeCFf,BERLON,BERLON,Paul Thomas,11/12/2021,344516,37,0.727,3.88E-05,0.936,0.942,0.0891,-8.856,0.0396,124.005,4
5uHEofIJPJaU01HuZ9R1Yw,Let You Down - Chris Schweizer Remix,Let You Down,Chris Schweizer,11/12/2021,186137,40,0.54,0.000169,0.959,0.865,0.357,-5.078,0.0548,138.017,4
0i5M7tQqE8VoGP9kUrjn0m,Apollo,Apollo,Super8 & Tab,2/25/2022,155132,46,0.533,0.000433,0.934,0.422,0.439,-4.315,0.0522,127.973,4
64xXJHoaNRJ9yXIXrubb0t,In the Middle,In the Middle,Omiki,2/18/2022,186087,55,0.497,0.00852,0.882,0.0353,0.12,-7.217,0.0504,137.902,4
4btEvNobYILJy7az4mtN66,Nothing I Won't Do,Nothing I Won't Do,Susie Ledge,11/12/2021,203226,40,0.398,0.00142,0.92,0.0132,0.0902,-4.573,0.0503,123.962,4
2yeRKaYDZp9EPANGzeBcvH,Xtravaganza,Xtravaganza,Ben Gold,3/4/2022,135111,32,0.377,0.000188,0.96,0.981,0.0936,-4.551,0.0728,135.002,4
0BlAXvUWEmQhAZzHRE015V,Pantheon,Pantheon,Mark Sixma,10/22/2021,211128,45,0.649,0.0156,0.901,0.0255,0.946,-5.169,0.194,133.051,4
1xfO2RuAESfLizI7EaN0O8,Recover,Recover,Purple Haze,10/8/2021,235376,44,0.549,0.0719,0.861,0.00418,0.246,-5.668,0.0483,127.98,4
0TvSmTJ1Mjvy5ZMV7z1kdS,Superhuman - Ferry Corsten Remix,Superhuman (Ferry Corsten Remix),Ferry Corsten,1/13/2022,204625,48,0.543,0.000594,0.906,0.112,0.139,-6.689,0.0308,128.02,4
7mY5rHx11vyazThG8xIBzO,Friendly Fires,Friendly Fires,Dani Poppitt,6/4/2021,292026,54,0.539,0.00555,0.747,0.0139,0.247,-7.569,0.0306,130.011,4
4ztHw0kosQU4WymQf7SItU,Dubai,Dubai,Yoel Lewis,1/28/2022,178594,41,0.466,0.0229,0.898,0.914,0.436,-7.064,0.0377,127.993,4
0taZjhXbTPtGHQsEv3nhkl,Born to Run,Born to Run,Natalie Major,3/4/2022,210377,35,0.581,0.0277,0.809,0.548,0.399,-8.852,0.0394,127.993,4
1LhO3e7X53MxSuYjUQ5ROt,Oblique,Oblique,KhoMha,1/7/2022,145039,44,0.656,0.0438,0.932,0.724,0.3,-7.37,0.0462,126.941,3
